text,gold,pred
L'islam invite la femme à s'instruire et à étudier contrairement à ce commentaire qui transpire la haine et le rejet d'autrui.,no,NO
La peur de l'inconnu.,no,NO
"Les musulmans qui sont originaire du pays ou il ce trouve, dans quel pays doit il ce rendre?",no,NO
"La République nous apprends la liberté, l'égalité, la fraternité.Aucune religion n'entre en opposition avec ces valeurs.",no,NO
La majorité des musulmans sont des citoyens modèle. Certains peuvent être très orthodoxes comme dans toues les religions.,no,NO
"Et pourquoi donc, je suis très bien là où je suis.",no,NO
C'est l'ignorance qui parle.,no,NO
C'est justement parce qu'elles veulent participer à la vie publique que vous en faites un problème.,no,NO
Vous regardez trop bfmtv.,no,NO
Ahhh bon! Ahhh c'est pour sa que de plus en plus de français s'expatrie! Au soleil! Euh dans les pays musulmans ou il fait bon vivre!,no,NO
Ne disait-on pas la même chose des Juifs il y a moins d'un siècle?,no,NO
Ça ne vous a pas encore atteint on dirait.,no,NO
Bien au contraire on est bien plus libres que vous ne le pensez.,no,NO
Et vice versa.,no,NO
"Si la plupart des femme et enfermées c'est à cause de vous pas de leurs marie ,vous les stigmatisées à chaque fois qu il feulent faire quelque chose vous les bloquer avec vous commentaires raciste.",no,NO
"Plusieurs fois dans l'histoire, les musulmans ont accueilli des juifs persécutés par les chrétiens en Europe.",no,NO
Pouvez vous me définir lis la politique?,no,NO
L'islam est une religion intemporelle et universelle.,no,NO
"Généralisation scandaleuse faisant complètement oublier le fait que beaucoup, et même la plupart, le portent par choix, et l'enlèveront donc quand ELLES le souhaiteront.",no,NO
"Je n'ai pas à apprendre à celui qui ne veut pas savoir les valeurs universellement connues de l'islam,.",no,NO
Les musulmanes sont stigmatisé.,no,NO
Lisez par vous même le CORAN et vous comprendrez.,no,NO
"Certaine maman voilées reste au foyer oui pour s'occuper de leir enfants leur donner une bonne éducation, des bonnes valeurs.",no,NO
"De nombreuses femmes souffrent en silence de ne pouvoir se vêtir comme elles le souhaitent en France le pays de la liberté! Elles préfèrent préserver leur conscience tranquille et renoncer à des activités de loisir et de sport qu'elles adorent, il est où le politique?",no,NO
"Procédons simplement si c'était vrai,vous n'en verriez pas et cela ne serait pas un sujet.",no,NO
Ca y est ils y sont! Les musulmans français sont en France.,no,NO
L'islam déteste les femmes.,yes,NO
L'islam est une religion qui s'adapte au pays.,no,NO
Quelle est cette soi disant politique?,no,NO
Ce type de propos devrait etres condamner!,no,NO
"Leur religion interdise le vole, comment peuvent ils voler votre travail.",no,NO
Ce sont clichés dépassés.,no,NO
Son équivalence dans la religion chrétienne?,no,NO
Gandhi s'est pas fait assassiner par un musulman.,no,NO
"A force d'en parler, cela nous nuit.",no,NO
Ce qui vous agresse ce n'est pas le voile mais le choix de le porter ou pas.,no,NO
Vous devriez essayer de visiter une mosquée et discuter avec un imam. Vous seriez très surpris de niveau de tolérance dont sais faire preuve le musulman.,no,NO
Et ceux qui affirment ça sont tous dès racistes.,no,NO
Pauvres de vous! Je vous plains!,no,NO
Récupération politique.,no,NO
Non. C'est un choix personnel. Chaque femme est et doit être libre de porter ou non le voile.,no,NO
"L'islam existe depuis 1440 ans mais les actes terroristes sont récents et ne sont que rarement imputables à des musulmans (nationalistes, mafieux, etc.)",no,NO
Quelle parti? Comment adhérer?,no,NO
L'islam est une religion du juste milieu.,no,NO
Tout dépend comment on le pratique mais il n'est pas incompatible si il y'a le respect de chcun pour l'autre.,no,NO
"La France est un pays laïc, oui. Au nom de cette laïcité, l'Etat français s'astreint à la neutralité quant aux libertés religieuses, qui d'ailleurs sont inscrites dans les libertés fondamentales. C'est la laïcité qui garantit et protège les convictions religieuses quelles qu'elles soient en France.",no,NO
Faux car le voile n'est pas que islamique Toutes les religions en parlent.,no,NO
Trouvez alors des preuves concrètes que les femmes musulmanes sont enfermés.,no,NO
La haine et la xénophobie doivent être combattu rien d'autre.,no,NO
"Si une minorité de ""musulmans"" vous permet de dire que TOUS les musulmans sont des terroristes alors si vous avez un neurone défectueux dans votre cerveaux, on en déduis donc d'après votre logique que vous êtes complètement cinglés!",no,NO
"Ce type de commentaire est une généralisation excessive, comme beaucoup l'ont été dans l'histoire.",no,NO
C'est faux. Et les textes le prouvent.,no,NO
Et puis elles font ce qu'elles veulent.,no,NO
"La pratique de l islam n empeche pas le vivre ensemble et la conviction de chacun, c est ça être laïque.",no,NO
Avez vous des statistiques?,no,NO
Je pointe une essentialisation et du sexisme né colonialiste.,no,NO
Quelle genre de problème?,no,NO
"Si elles restent à La maisons pour certaine, c'est un choix de vie.",no,NO
Religion moyenageuse comme les autres religions.,no,NO
Y'a pu qu'à attendre un prochain hitler et nous deviendrons peut être nous aussi des victimes ?.,no,NO
Ce genre de tweet est une fraude pour l'humanité.,no,NO
La sagesse n'a pas d'âge.,no,NO
"L'islam prône également la liberté, l'égalité et la fraternité. Cela est visible dans de nombreux versets et des paroles prophètiques.",no,NO
Autorisez les à travaillez avec le voile alors.,no,NO
La liberté fait peur Celle qui porte le voile en sont la preuve.,no,NO
"Bravo, quelle lumière!",no,NO
"Nous sommes censé être dans un pays libre, chacun à le droit de vêtir comme bon lui semble.",no,NO
Les musulmans ne volent pas votre travail.,no,NO
Le voile est un choix personnel en réponse à une croyance religieuse. Se demande-t-on si les bonnes soeurs se couvrent à des fins politiques?,no,NO
Ce sont vos discours qui enferme la liberté de la femme avec ou sans voile.,no,NO
"Je vous rappelle que votre tweet constitue une incitation à la discrimination qui est condamné par la loi, merci de faire le nécessaire ou nous serons contraint d'utiliser tous moyens juridiques à votre encontre.",no,NO
Francaise d'origine portugaise converti à l'islam.,no,NO
Ta réflexion est une agression contre le principe de laïcité.,no,NO
Média : véhiculer la peur des musulmans.,no,NO
"Qui est nous? Qu'est-ce que ""nous"" voit exactement?",no,NO
Je suis dans mon pays.,no,NO
"C'est sûr qu'à cette allure, elles seront complètement rejetées, pas de sortie scolaires, pas de piscine, pas de sport et pas de boulot. La faute a qui?",no,NO
"Malheureusement, la Musulmanie n'existe pas. Les religions/ croyances/ philosophies/ systèmes de pensée transcendent les frontières géographiques et n'admettent pas de limites, sauf celles que l'homme se fixe lui-même. Jésus est bien né à Nazareth. Est-ce pour autant que Chrétiens et Juifs devraient s'y installer.? Un peu de sérieux.",no,NO
Nous avons nos propres boucheries.,no,NO
Arrêtez d'écouter les médias et faites vous votre propre vérité.,no,NO
L'islam respect la république y'a t que celle ci n'entrave pas la liberté de pratiquer sa religion!,no,NO
Qu'en est-il des autres styles vestimentaires qui ne sont pas courants dans certaines cultures?,no,NO
Votre discours est insidieux et révoltant.,no,NO
"Quand même cela serait-il, exprimer son adhésion à une idéologie, une religion, une philosophie dans l'espace public est protégé par l'article 9 de la CEDH.",no,NO
"Dis moi ce qui te tagresse dans mon bout de tissus, t'es tu pose la question quand tu vois une none ou la statue de la vierge Marie?",no,NO
Avez vous discuté avec les femmes voilées pour tenir de tels propos.,no,NO
Ils cherchent plutôt à leur faire comprendre ou accepter leur religion.,no,NO
Beaucoup de istes pour mieux appuyer ces assertions douteuses. Le suffixe iste a bien été choisi.,no,NO
#islamophobie. L'islam n'est pas une maladie. Elle n'est pas contagieuse.,no,NO
C'est pour leur but religieux.,no,NO
"Il y a plus d'un milliard de musulmans dans le monde donc si c était le cas, on aurait rencontrer plus d'actes terroristes.",no,NO
C'est un cliché islamophobe.,no,NO
"Libre à vous de manger devant moi, cela ne me dérange pas.",no,NO
"Ce discours cible les immigrants d'une manière générale , mais pour être accepté avec le climat de haaaine contre les musulmans , il a changé le nom de la cible. Or parmi les immigrants orientaux à titre d'exemple, il y les chrétiens et les musulmans.",no,NO
Hors sujet.,no,NO
"J en suis navrée, mais il te faut faire un travail sur soi.",no,NO
N'écoutez pas les imbéciles.,no,NO
Pourriez vous m'éclairer sur les définitions suivantes: fondamentaliste/islamiste et salafiste.,no,NO
Rien à voir.,no,NO
"Encore un prétexte pour éviter d'adresser les vrais problèmes de la société, dont le voile ne fait absolument pas partie. Avec un tel aveuglement, ce n'est pas plutôt vous qui devriez enlever votre voile?",no,NO
Citation d'un homme lors de la prise de la Mecque se ne son pas les murs qu'il prend d'assaut ce son les cœurs.,no,NO
Assez étonnant cette prétention à savoir ce que pensent les femmes musulmanes.,no,NO
"Vous faites des amalgames et utiliser des mots qui n'ont pas de sens,je peux vous convier à en discuter pour avoir des définition précise.",no,NO
"Alors que quand des Européens envahissent militairement des continents entiers, c'est un gentil partage de culture, une mission civilisatrice.",no,NO
C est mieux qu'un monastère!,no,NO
Insulte et diffamation.,no,NO
"Toutes les nounous et femmes de ménage analphabètes font elle de la politique? Non bien sûr mais celle ci ne nous dérange pas , elles servent!",no,NO
On y est déjà mdr.,no,NO
Larousse ou robert?,no,NO
"Vous connaissez donc toutes les femmes voilées et le contexte dans lequel elles ont commencé à le mettre? Je suis chercheur, je suis preneur.",no,NO
Induire La peur et rien que la peur!,no,NO
Toujours les mêmes propos contre l'étranger.,no,NO
"Et où iraient les musulmans français? Nombreux sont les habitants de la Réunion, de Mayotte, les descendants des habitants des colonies (maghreb, Afrique noire.) qui sont musulmans et Français depuis des générations.",no,NO
L'islam est une religion de paix et de tolérance.,no,NO
Nous sommes soumises à notre Créateur comme nos soeurs voilées chretiennes.,no,NO
"Les femmes musulmanes se renferment avec leur voile, c'est normal qu'on les discrimine.",yes,NO
L'islam prône la liberté religieuse conformément au verset « Nul contrainte en matière de religion ».,no,NO
Je vous envoi mon cv et vous me dites ce que vous en pensez? Attention c est un peu long!,no,NO
1.5 milliards de terroristes.,no,NO
"Non, clairement.",no,NO
"Dans toute communauté humaine, il y a toujours des extrémistes, mais ce n'est pas l'apanage de l'Islam, et c'est contraire à son message.",no,NO
Sortez de votre caverne et surtout éteignez votre télé!,no,NO
Le jour ou on laissera les musulmans parler d'eux même et se défendre eux même on les connaitra réellement et on s'assurera qu'il n'y pas de problème musulman.,no,NO
Oubliez nous un peu merci.,no,NO
La jalousie envers une belle religion.,no,NO
Qui dit problème dit solution.,no,NO
Faux! Renseigner vous sur l'islam.,no,NO
Tu n'as pas à valider ma tenue comme je n'ai pas à valider la tienne.,no,NO
Ce sont là des attaques gratuites et injustifiées qui visent à stigmatiser une communauté.,no,NO
Votre réflexion prouve que s'instruire est vitale.,no,NO
Le manque de connaissance devient dangereux dans votre esprit.,no,NO
"La république est aveugle, il ne lui convient pas de rendre compatible une religion.",no,NO
C'est quoi le pays du musulman? La musulmanie??.,no,NO
"Retourner où? En France, j' y suis déjà.",no,NO
Je suis surement plus légitime dans mon statut de citoyen Français que vous ne l'êtes avec vos propos haineux.,no,NO
"De même, votre attitude négative peut être considérée comme violente par les autres.",no,NO
Oula mais vous confondez plusieurs notions il va falloir choisir laquelle les qualifie.,no,NO
Pourquoi un bout de tissu est-il agressif?,no,NO
Ce sont de non musulmans qui ont ouvert la pratique du terrorisme.,no,NO
Le voile est un ordre Divin.,no,NO
Non Monsieur/ Madame Les musulmans sont aussi différents que les autres citoyens.,no,NO
Il manque esclavagiste arriviste opportuniste.,no,NO
"Non, elles le portent en leur âme et conscience.",no,NO
"L'islam se répandra par amour par rédemption mais pas par la terreur. Les personnes choisiront le chemin de la vérité, de la bienveillance, de la bienfaisance.",no,NO
Cela est votre vision des choses Je suis musulman et j'ai aucun problème avec ma religion.,no,NO
Vous parlez sans en connaître.,no,NO
Les femmes musulmanes sont des citoyennes comme toutes le autres et en aucun cas celles-ci doivent!,no,NO
Vous sous trompez je connais beaucoup de femme voilées qui travaillent.,no,NO
Propos de racistes!,no,NO
Pacifiste mais pas attentiste.,no,NO
"Encore une idée des années 50 que l'immigration vit sur le dos de la France or les femmes voilées sont représentées dans tous les corps de métier (avocates, médecins, comptables.)",no,NO
Vous avez des stats?,no,NO
"Mdr ont est la parce que la France a coloniser nos pays et à pris toute les richesses , et après il à mis des collaborateur pour l'éternité.",no,NO
Nous voyons de plus en plus un problème musulman.,yes,NO
Mon voile est un choix personnel.,no,NO
Misérable commentaire!,no,NO
Il me vas si bien!,no,NO
Il faudrait revoir votre histoire.,no,NO
"L'islam instaure le droit de l'homme à l'équité, à la justice, même s'il s'agit d'un ennemi ou d'un non croyant conformément à ce verset : « et si vous jugez entre les gens, jugez avec équité, même si c'est pendant la guerre. Et que la haine que vous avez vis-à-vis d'un peuple, ne vous pousse pas à être injuste ».",no,NO
Comment définissez vous les valeurs françaises.,no,NO
"L'islam n'appartient à aucune région en tant que tel, c'est une religion comme tous les autres.",no,NO
Tous les hommes sont pareils dans leur humanité! Soyez un peu sérieux.,no,NO
Un vêtement porté par autrui peut vous gêner car vous n'y êtes pas habitué mais pas vous agresser. Cela n'a pas de sens.,no,NO
Edouard aux mains d'argent était sympa malgré son apparence.,no,NO
S'ils étaient tous terroristes il y aurait actuellement des millions de terroristes sur la terre! Enfermons les tous!,no,NO
"Si vous pensez qu'en harcelant la femme elle faiblira et fera marche arrière, c'est que vous n'avez rien compris au respect de la liberté de conscience.",no,NO
Je suis chez moi.,no,NO
La stigmatisation d'une religion n'a jamais fait un problème pour elle mes plutôt un problème pour vous.,no,NO
C'est faux la religion musulmane et la plus fraternelle des religion pour tous le Monde.,no,NO
Vous êtes devin? Et sinon le psg gagne le prochain match?,no,NO
Être contre la pudeur n'est pas l'avis de tous et heureusement.,no,NO
Met en exergue l'ignorance des gens.,no,NO
Les hommes musulmans ne sont pas violent.,no,NO
Les femmes qui se dénudent sont soumis à la dictate de la société.,no,NO
De quelles valeurs parlez vous donc parce que les valeurs de l'islam sont entièrement compatible avec les valeurs de la république.,no,NO
Propos simplistes.,no,NO
"Porter un voile, et donc, exprimer son opinion religieuse est une des libertés fondamentales de l'individu. Chacun de nous exprime son individualité. Le port du voile, de la même manière, est l'expression d'une individualité.",no,NO
C'est la liberté de culte.,no,NO
"Faux : les musulmans profitent de tous les systèmes, c est fait pour ça un système.",no,NO
Si c'est le résultat de la compréhension de l'islam tel que transmis par les premiers musulmans alors vous ne pourrait que vous en réjouir.,no,NO
"Faux pour la plupart elles travaillent, si ce n est pas le cas c est un choix.",no,NO
Sans commentaire.,no,NO
Donc ce n est plus un problème pour vous!,no,NO
"Avez-vous demandé, au moins une fois, à une femme voilée, si elle a été obligé de porter le voile?",no,NO
Ta parole est une agression contre ma religion.,no,NO
Et pourquoi?,no,NO
"Si vous nous rendez tout ce que vos pays ont pillé pendant l'impérialisme colonial, ça peut se négocier. Mais si en revanche vous estimez que les musulmans ne méritent pas d'avoir le niveau de vie des Européens, alors votre vie va être malheureuse.",no,NO
Les valeurs de la République ont évolué au point de pouvoir embrasser toutes les religions.,no,NO
En Musulmanie?,no,NO
Nous sommes chez nous.,no,NO
Incitation à la Haine.,no,NO
C'est justement parce que c'est faux que cela vous pose problème!,no,NO
La liberté d'expression s'arrète lorsqu'il y a atteinte à une religion et à une partie de la population.,no,NO
Un musulman peut il porter autant de casquette? Que fait il le reste de son temps? Ce musulman doit être diplômiste en polytechnique!,no,NO
Les musulmans sont chez eux en France.,no,NO
Je ne sais pas répondre à cette question.,no,NO
Le voile est un choix religieux personnel quel rapport avec la politique?,no,NO
"Lorsque vous vous arrêterez dagresser les musulmans, il n'y aura plus de problème.",no,NO
"Quand même cela serait vrai, en quoi cela vous porte-t-il préjudice?",no,NO
"Ce discours se contredit avec la laïcité, d'autre des communautés européennes adoptent l'islam depuis plusieurs siècles, comme d'autres communautés chrétiennes ont conservé leur religion au sein des pays dits musulmans.",no,NO
Si l'islam était politique nous aurions eu des femmes voilée dans chaque gouvernement.,no,NO
Le string est une agression contre moi Les femmes à moitié nue placardées sur des affiches c'est également une agression contre moi.,no,NO
Récupération politique malsaine.,no,NO
Ce sont les médias qui font ce focus.,no,NO
Les musulmans sont tous pareils.,yes,NO
Les femmes sont très précieuses dans l'islam et elles sont portées à leurs juste valeur.,no,NO
"Vers quel pays devrais je retourner? Je suis francais. Si vous connaissez un pays nommé Islamland ou Islmistan, merci de m en informer.",no,NO
"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.",yes,NO
L'islam est une religion tout à fait compatible avec les valeurs de la République. Sinon la France aurait 6 millions de problèmes.,no,NO
Le terrorisme n est pas une valeur musulmane.,no,NO
Chacun est libre de ses choix.,no,NO
Ce voile devrait être un non évènement pourquoi tu lui donnes un message qu'il ne porte pas si ce n'est je crois en Dieu.,no,NO
Discours de quelqu'un qui ne s'ouvrent pas au monde.,no,NO
Les musulmans vivent en paix avc leur religion.,no,NO
Que veux dire terroriste.,no,NO
Ma mère est voilée et professeur.,no,NO
Figurez vous que je m'y trouve dans mon pays.,no,NO
Qu'est ce que ça veut dire?,no,NO
Ce sont les médias qui alimentent cette peur.,no,NO
"Avant la christianisation de la france, il y avait peut etre une religion majoritaire, et avant cela, sans doute une autre, et ainsi de suite. Apres l'islamisation, peut etre que la france deviendra bouddhiste, c'est ce qui fait tout simplement l'histoire de l'humanité.",no,NO
"Islam signifie Paix, il n'a jamais prôné la violence, mais l'amour, que la paix soit avec vous mes frères et soeurs dans l'humanité.",no,NO
Ces propos pour éviter le débat.,no,NO
Pourquoi vous acharnez vous sur sa tenue? En quoi cela vous regarde t-il? Ce n'est qu'un morceau de tissu pour vous mais bien plus pour elle; il protège sa liberté de conscience.,no,NO
Le but c'est la liberté de conscience la finalité c'est la non discrimination pour raisons de religion.,no,NO
Mon voile est ma liberté.,no,NO
Connaissez vous réellement une femme voilée?,no,NO
En quoi il t'agresse?,no,NO
Le seul but de vos parole est fondé sur de la haine sous couvert d'islamophobie.,no,NO
C'est un manque de connaissance des femmes Musulmanes.,no,NO
D ou tenez vous ces propos?,no,NO
Je connais une congresswoman américaine qui ne serait pas de votre avis.,no,NO
"Ya pas de ""s"" à démonstration!",no,NO
Le respect des autres est la base du vivre ensemble et l'islam respecte tout le monde.,no,NO
"Vous avez oublié djihadiste, pongiste, vélociste, Salakis. Au bon lait de Brebis!",no,NO
Ce sont les individus qui sont violents.,no,NO
Ah bon? Soyez crédible.,no,NO
"C'est l'argument de ceux qui ont peur de la diffèrence, peur de l'autre.",no,NO
Ton voile est une agression contre moi.,yes,NO
L'islam ne prône pas la guerre contrairement à vos fantasmes.,no,NO
Stéréotypes.,no,NO
En quoi est ce que ma liberté de me vêtir comme je l'entends est une aggression?,no,NO
L'islam est une religion moyenâgeuse.,yes,NO
"Changer de paire de lunettes, elles sont #islamophobes.",no,NO
"L Islam n est pas une politique, c est une religion.",no,NO
Les valeurs de république ne sont pas en opposition avec celles de l'islam. C'est faux.,no,NO
Pourriez vous me definir l islam et ces trois termes qu on en discute ensuite?,no,NO
L'islam est une religion de paix.,no,NO
C'est une insulte à la liberté de conscience de femmes musulmanes.,no,NO
Jusqu'à présent vous démontrez que c est l inverse.,no,NO
Pourquoi dans ce cas les musulmans condamnent ils unanimement tous les attentats ayant eu lieu sur le sol français et européen.,no,NO
"Les femmes voilées subissent beaucoup de discriminations, ce qui pourrait pousser certaines d'entre elle à s'enfermer.",no,NO
"Oui effectivement , vous êtes de plus en paranoïaque! Vous regarder trop la télé!",no,NO
"Tu VEUX DIRE "" TERROIRISTES""?",no,NO
Phrase de raciste qui regarde bfmtv en boucle.,no,NO
Si c'est le cas on est mal.,no,NO
"Ces messages ne font que réveiller tous les fous qui n'ont plus rien à perdre dans toutes les comunités , haine et peur!",no,NO
Et pourtant c'est toi qui m'agresse.,no,NO
Représentation des choses faite par medias.,no,NO
"Analyse du ""nous""? Qui en fait?",no,NO
Et cela viens d'où à votre avis.,no,NO
Les musulmans sont là depuis plus longtemps que certains.,no,NO
Les terroristes n'ont rien de musulmans.,no,NO
L islam est une religion elle ne peut envahir personne. Chacun est libre d y adhérer où non.L islamisation est un terme inventé qui n a aucun sens. La seule raison qui vous pousse à avoir de tels propos c est la méconnaissance.,no,NO
Voilée apolitique.,no,NO
Libre a qui veux de s'habiller comme elle le souhaite.,no,NO
C'est islamophobe.,no,NO
"L'islam n'a pas de pays propre, car vous ne connaissais pas la définition de l'islam.",no,NO
Je vous aime bien moi.,no,NO
"La République n'a pas toujours respecté ses propres valeurs: esclavage, colonialisme, infériorisation des femmes. Quand on montre du doigt, quatre doigts vous désignent!",no,NO
"Votre haine est la maladie, la tolérance est le remède.",no,NO
"Si tel est leur choix, vous ne pouvez pas leur interdire ce que les droits de l homme ont consacré, la liberté de culte.",no,NO
Normal si à chaque la république sort de son chapeau une Loi contre l'islam.,no,NO
A preuve du contraire il n'existe pas de pays nommé musulman ou la musulmanie n'existe pas encore.,no,NO
Au contraire les jeunes aiment jeuner pour faire comme tout le monde.,no,NO
C'est du délire islamophobe.,no,NO
Vous parlez a qui svp?,no,NO
Certains discours peuvent aussi être une forme d'agression.,no,NO
"Il n'y a nul contrainte en islam, le port du voile par la femme est un choix personnel, et de foi, il n'est nul exigé par la famille ou le mari.",no,NO
Non musulmans retournez dans vos pays!,no,NO
Pourquoi se terminent ils tous en -iste?,no,NO
C'est un argument des islamophobes.,no,NO
N'est ce pas la peur de la différence qui vous fait dire çelà?,no,NO
Les musulmans n'impose rien.,no,NO
"Non. Les discours discriminants à l'encontre d'une religion, si.",no,NO
C'est d'ailleurs pour ça qu'ils sont des millions à venir vivre dans des pays où la majorité de la population n'est pas musulmane.,no,NO
"Notre pays c'est la France! C'est ici que nous sommes nés, c'est ici que nous avons grandi, c'est ici que nous payons nos impôts et c'est ici que nous mourrons.",no,NO
"Environ 6 Millions de musulmans citoyens en France contre une dizaine de personnes ""terroriste"" vous permet de tremper tout le monde dans le même bain? Belle Réflexion!",no,NO
Autant de mots décrivant votre manque de personnalité. Jolie copier-coller tiré des logorrhées de pseudo experts en terrorisme.,no,NO
C'est une religion de souche!,no,NO
Encore une théorie transmise par islamophobe.,no,NO
Ta haine aussi.,no,NO
Faudrait déjà que la République est des valeurs. Comme par exemple respecter la religions des autres.,no,NO
"Avez vous un exemple concret, connaissez vous la population musulmane?",no,NO
Les femmes ayant la foi portent un foulard par conviction religieuse et certainement pas soumise à qui que ce soit si ce n'est le créateur!,no,NO
L islam est bien sûr compatible avec la république. La plupart des musulmans sont complètement prenant dans la société dans les organisations diverses et variées tel que les associations de parents d élèves de quartiers où autres le vivre ensemble est très important.,no,NO
Le voile est contraire à la laïcité.,yes,NO
Je comprends que je ne représente pas ton idéal féminin mais sache que ce voile est ma fierté.,no,NO
Un bout de tissu et tu te sens agressé ; tu es quelques peu sensible.,no,NO
"En étant voilées elles ne sont pas soumises, elles vivent pleinement leur religion.",no,NO
Copé est passé par là.,no,NO
Incitation à la haine.,no,NO
Il n'y a que des extrémistes pour tenir ses propos.,no,NO
"Personnellement dans mon entourage, toutes les femmes que je connais qui portent le voile, l'ont fait en leur ame et conscience. Et vous, avez vous pris le temps de discuter respectueusement, sans a priori, avec une femme qui porte le voile?",no,NO
Nous n'obligeons personne à manger hallal.,no,NO
Les musulmans sont des humains et essaient de subsister comme tout le monde.,no,NO
Un voile n a rien d'agressive. Vos mots le sont.,no,NO
L'islam ne déteste pas l'Islam les femmes. Elles sont partie intégrantes de la société.,no,NO
Pas besoin de répondre.,no,NO
Le musulmans détestent les actes et non pas l Homme.,no,NO
Arrêtez la calomnie et les rumeurs.,no,NO
"Le soucis est historique et il convient que chaque côté se réconcilie avec son histoire (civilisation islamique, reconquista, et jen passe).",no,NO
Ce n'est qu'un bout de tissus.,no,NO
"Le voile est la protection de la femme, sont honneur et un signe de pudeur et de foi.",no,NO
L'islam est la religion de l'obscurantisme.,yes,NO
"L'amalgame est facile puisqu'il part d'un sophisme. Tous les terroristes sont musulmans (cela reste à prouver). Les musulmans sont tous musulmans, donc tous les musulmans sont terroristes. Cette phrase est aussi vraie que ce sophisme: Tous les chats sont mortels. Socrate est mortel, donc Socrate est un chat.",no,NO
Femmes au foyer c'est pas un gros mots!,no,NO
Votre objectif est de briser la concorde nationale? Vous n' y parviendrez pas.,no,NO
"La plupart des musulmans francais sont nés en france, comment font ils concretement pour retourner chez eux?",no,NO
Le critère d'emploi qui compte pour n'importe quel patron est plutôt la compétence pour le poste à exercer et non la religion.,no,NO
Vous créez le communautarisme.,no,NO
A fait e de fabriquer des prob la ou il n'y a pas lieu d'être on va finir par croire que c'est à cause de l'islam qu'il y'a du chômage en France! Pathétique.,no,NO
"Je suis française, je ne suis jamais sentie aussi française qu'en suivant l'islam.",no,NO
Propos isamophobes.,no,NO
"En France, nous avons une interprétation erronée de la laïcité. Allez voir en Angleterre les femmes voilées travaillent dans toutes les branches et même la fonction publique.",no,NO
"Que voulez vous , rien ne change dans nos monastères!",no,NO
"Si pour vous, prier et faire le bien est un problème,alors c est vous le problème.",no,NO
"Il faudrait des musulmans qui accèdent au pouvoir pour cela,c est loin d être le cas.",no,NO
T'aime pas la couleur?,no,NO
Ces votre vision des choses cela ne veut pas dire qu'en vous avez raison.,no,NO
Pas plus que vos mini jupe et autres.,no,NO
Discrimination.,no,NO
N'êtes vous pas entrain de faire un procès d'intention?,no,NO
"Au contraire, il n'y a nulle religion qui met autant en valeur la femme que l'islam!",no,NO
"Je suis musulmane et je suis la sunna de mon Prohète Mohammed, PSL.",no,NO
"Et pour les autres religions, on dit quoi?",no,NO
Mon voile est un choix respectable.,no,NO
C'est les politiques qu'ils l'ont rendu compliqués avec des lois qui ont ni queues ni tête.,no,NO
Vous ne connaissez donc aucun musulman.,no,NO
"L'islam considère que la femme est un joyau. Et comme toute pierre précieuse, elle doit être préservé des regards malsaints.",no,NO
C'est une parole des extrémistes.,no,NO
"Les musulmans sont libre de vivre ou ils veulent, comme tout être humain dans ce monde.",no,NO
Faux! Absolument faux! La tolérance le respect la sagesse et la Paix entre autres sont les valeurs de cette religion.,no,NO
Il y a retour à la foi de manière générale.,no,NO
Qui vous l'a confirmé? Quelles sont vos sources?,no,NO
C'est faux nous sommes musulmans qui veut dire soumission au seigneur Ce dernier est bon et nous commande de faire que le bien.,no,NO
Si on était tous des terroristes le monde n'existerait plus lol.,no,NO
"Du temps du Prophète Mohamad, les femmes participaient activement à la vie de société.",no,NO
Savez vous que plus de 90% des victimes mondiales du terrorisme sont musulmanes?,no,NO
Quelle est l'agression? Définissez ce qui est fait CONTRE vous?!,no,NO
La richesse d'un pays c'est son brassage si vous ne le supportez pas alors rentrez dans votre pays d'intolérant.,no,NO
Pourtant à la télévision il sont inexistant!,no,NO
Majeures.,no,NO
Non ces le droit à chaque personne de s'habillier librement.,no,NO
L'islam respecte la république.,no,NO
"Réponse par l'absurde: s'ils l'étaient ""tous"", il y aurait autrement plus de victimes puisque les musulmans sont près de 2 milliards dans le monde!",no,NO
Elles portent le voile parce qu'elle sont libre de le porter.,no,NO
Nous sommes déjà dans nôtres chère pays français de confession musulman.,no,NO
"L'islamophobie n'est pas une opinion, c'est un délit.",no,NO
Cela sous entend que je suis venu de qq part or je suis née ici.,no,NO
J'ai meme entendu dire par NKM qu'ils seraient meme kouffaristes.,no,NO
Accepte moi avec mon foulard.,no,NO
Beaucoup de femmes voilées sont cultivées et font ce choix contre l'avis de leurs maris ou famille.,no,NO
"Je suis musulmane et aucun de ces adjectifs ne me représente, donc, non.",no,NO
L'islamophobie est un délit tout comme toute forme de racisme.,no,NO
"Vous n'avez pas vu des femmes politiques, des sportives, des journalistes?",no,NO
"L'histoire des juifs prouve le contraire. Ce sont les musulmans qui ont assuré leur protection quand des ""catholiques"" les pourchassaient et voulaient les exterminer.",no,NO
De quel Pays parlez-vous? Où souhaitez-vous les déporter? En Allemagne? Ou peut être à Drancy? A vous lire.,no,NO
En France car ils ont peut de la différence de l'autre depuis toujours. Historiquement prouvé.,no,NO
Le choix de la façon de s'habiller est une liberté personnelle et ne doit aucunement être source de discrimination.,no,NO
"Djihadiste, pianiste cycliste aussi mdrrr (Samia orosmane)",no,NO
Faudrait faire la différence entre choix et enfermées.,no,NO
Vous habitez sur quelle planète?,no,NO
