gold,toxicity,text,pred
NonSexiste,0.034748793,@lolobababa et Ardisson vous avez oublié de montrer que Aurore Bergé a surtout soutenu Poisson (candidat considéré comme extrême droite par les médias durant la primaire) #SLT pic.twitter.com/jjimd0qfIG,NO
Sexiste-reportage,0.39987978,Genre c'est tellement agréable de se faire pincer les seins qu'on en redemande ! Ça va pas bien @departement13 ? Vous voyez le côté #sexiste et #SM de votre affiche ? C possible de faire le même genre affiche pour le cancer de la prostate ? https://twitter.com/VotezNon/status/931419185904803842,YES
NonSexiste,0.04315203,Le #sport est-il #sexiste ? Avec @bbarbusse #femmes #sociologie @i24NEWS_FR pic.twitter.com/4zKJrEMWDt,NO
NonSexiste,0.12086493,"Moi, quand je lis les tweets sur #50NuancesDeGrey . Ça compare le film à #balancetonporc j'en peux plus aidez moi 😂 pic.twitter.com/XZefNkS2iY,Visage avec des larmes de joie,Visage avec des larmes de joie,Visage avec des larmes de joie",NO
Sexiste-reportage,0.055026773,#VuAilleurs #EtatsUnis Elle réécrit le devoir #sexiste donné à sa fille en histoire égalitaire et inspirante http://france-fraternites.org/choquee-devoir-sexiste-donne-a-fille-reecrit-de-maniere-egalitaire-inspirante/,NO
NonSexiste,0.005780388,"@AngelaMerkel_PL visite le Pavillon #France , pays partenaire d’#ILA2018 , salon aéronautique de Berlin , avec @DelphineGeny et Eric Trappier, Président du @GifasOfficiel - mise en avant du modèle remarquable de coopération Franco-Allemande dans l’Aéronautique et la Défense. pic.twitter.com/lnn28RMqiX",NO
NonSexiste,0.17025198,Je vous obsède avec une constance qui appelle l'admiration la phrase de Christiane Taubira que je vais finir par me faire tatouer! https://twitter.com/EmmaBavarin/status/888139660106530816,NO
NonSexiste,0.0039111865,La Commission se réjouit d’accueillir aujourd’hui Theresa May pour discuter du #Brexit. Un débat constructif en vue pic.twitter.com/GWoP8PDlwo,NO
NonSexiste,0.09394901,"Vive les cartes bleues éléctron oû faut passer obligatoirement par ta banque pour pouvoir avoir un code et commander sur internet ! Du coup je sais pas quand j'aurais mon maillot de l'OM ça me gave 😭😭😭😭,Visage pleurant à chaudes larmes,Visage pleurant à chaudes larmes,Visage pleurant à chaudes larmes",NO
Sexiste-reportage,0.4269174,"Ce directeur de rédaction à la télévision, connu par tous-toutes comme un dangereux obsédé sexuel... #balancetonporc,Revers de main avec index pointant vers le bas (teint clair moyen)",YES
NonSexiste,0.1140901,"L'acte que nous allons accomplir est beau comme une rose dont la tour Eiffel assiégée à l'aube voit s'épanouir enfin les pétales. Il est grand comme un besoin de changer d'air, fort comme l'accent aigu d'un appel dans la nuit longue., Christiane Taubira #5AnsMariagePourTous pic.twitter.com/KCbDrPDLmo",NO
NonSexiste,0.015204934,"Celle qui a inspiré le célèbre dessin, Naomi Parker Fraley, s'est éteinte le 21 janvier 2018 à l'âge de 96 ans http://www.nouvelobs.com/galeries-photos/photo/20150423.OBS7826/photos-rosie-la-riveteuse-de-la-propagande-de-guerre-a-l-icone-feministe.html",NO
NonSexiste,0.3140926,@lettreaudio sincérement et sérieusement tu es contente de toi ? tu es contente d'avoir crée #BalanceTonPorc,NO
NonSexiste,0.0070055793,Un aperçu de ce dont je parle demain matin @QuebecReveille #moiaussi #CKIAFM https://twitter.com/ckiafm/status/941350358462402560,NO
NonSexiste,0.08479069,"Le harcèlement sexuels existe dans tous les milieux. En politique, on a les moyens de se défendre. Mais une femme dans une petite entreprise ? C'est pour elle qu'on doit travailler. @lesterriens #SLT pic.twitter.com/uyfGbMI1Xs",NO
Sexiste-reportage,0.40614098,"Toujours le problème qd un #Shampoo se lance ds le bain de la politique : ça mousse... 🚮 #Voile #Loreal #islam #Palestine #Shoah Ps: si #Loreal soutient le #sexisme islamique...est-ce parce que ns le voilons bien !? 🤔 @Zam_Zonite @ZohraBitan pic.twitter.com/41We10LA4v🚮🤔,Symbole jeter les déchets ici,Visage songeur",NO
NonSexiste,0.02048268,"Une bien belle journée féministe que ce samedi : expo #WomenHouse à @MonnaiedeParis, rencontre @ucan_bookclub (géniale) avec (la géniale) @lunatrixls et (la non moins géniale) Anne-Fleur Multon... et ça se finit dans le métro à lire Simone de Beauvoir✊,Poing levé",NO
NonSexiste,0.015833238,Du neuf pour combattre le sexisme http://dlvr.it/QCMQFq,NO
NonSexiste,0.036162965,"Quel match!!!...Elles l’ont fait!!!! 👊🏻 le kiffe!!!! #Championnesdumonde!!! #FRANOR Merci les bleues!! @EspritHandball pic.twitter.com/2gF2cQiXx7,Poing fermé (teint de peau clair),OK de la main (teint de peau clair),Médaille de la première place,Trophée,Visage souriant avec des yeux en forme de cœur,Visage souriant avec des yeux en forme de cœur,Visage souriant avec des yeux en forme de cœur,Bombe de table,Bombe de table,Visage faisant un clin d'œil ",NO
NonSexiste,0.023199737,Le hashtag à suivre ce matin : #confbadbuzz. Celui de la conférence de présentation de l'étude annuelle de @visibrain et @Nico_VanderB sur les Bad Buzz. 1er enseignement : Le sexisme à l'origine de 23% des crises en 2017. #ereputation #badbuzz #gestiondecrise pic.twitter.com/fHfcwT5rAa,NO
NonSexiste,0.11088664,"Bardot, Deneuve... l'adhésion à #Balancetonporc, une question de génération? http://po.st/2fCAoS via @LExpress",NO
NonSexiste,0.069754265,Puis Dati qui accusait Fillon et sa femme un an avant les révélations ...,NO
NonSexiste,0.008607753,DIRECT - Déclaration conjointe d'@EmmanuelMacron et de @theresa_may. http://www.pscp.tv/w/1zqKVAOkwPnxB,NO
Sexiste-reportage,0.36095104,"il faut dire, et redire, que la misogynie castre des femmes à tour de bras, et pas de manière figurative. (...) Ce sont les porcs qui ruinent le sexe, pas celles qui les balancent. #BalanceTonPorc #feminisme http://www.lemonde.fr/m-perso/article/2018/01/21/les-hommes-feministes-sont-ils-de-meilleurs-partenaires-sexuels_5244774_4497916.html — via @lemondefr",NO
NonSexiste,0.04735767,Royaume-Uni: les malheurs de Theresa May à Manchester http://rfi.my/1kNK.t pic.twitter.com/wwuHJjqmlS,NO
NonSexiste,0.034041706,"RFA/USA Donald Trump qualifie Angela Merkel de femme extraordinaire 1/Iran mauvais accord contra RFA 2/ commerce les déficits doivent être réduits 3/ OTAN RFA est encore loin des 2% (prix de la sécurité) même post hausse RFA à 1,3% https://www.rts.ch/info/monde/9527307-donald-trump-qualifie-angela-merkel-de-femme-extraordinaire-.html",NO
NonSexiste,0.17631748,"On en a mare de voir la pub, le rappel des numéros, la pub, la lute balancetonporc, là pub... #MissFrance2018",NO
Sexiste-reportage,0.32712606,"Une honte sur le plan intellectuel car la propagande de la misogynie est une insulte à l’intelligence humaine qui valorise les droits humains et l’égalité homme/femme, valoriser un culte misogyne et homophobe par lavage de cerveau est signe de théocratie envahissante, péril 🙈🙈🙈,Singe qui ne voit rien,Singe qui ne voit rien",YES
NonSexiste,0.3811502,Yann se fait engueuler par Christiane Taubira à chaque fois qu'elle vient dans #Quotidien.,NO
NonSexiste,0.07687678,"Christiane Taubira, oratrice et comédienne, fait un carton au Festival d'Avignon #FDA17 http://culturebox.francetvinfo.fr/theatre/theatre-contemporain/avignon/le-festival-d-avignon/christiane-taubira-oratrice-et-comedienne-fait-un-carton-au-festival-d-avignon-259155 pic.twitter.com/yITsPznOoe",NO
NonSexiste,0.009550206,https://youtu.be/uJvD2kS0pdc Pour le Chemin... La scène finale de : LA SIRÈNE DU MISSISSIPI. 1969. Avec Jean-Paul Belmondo et Catherine Deneuve sous la direction de François Truffaut.,NO
NonSexiste,0.04711028,#moiaussi elle m’a bloqué et j’en suis démoli... je n’y survivrai pas.....,YES
Sexiste-reportage,0.11347008,"Education non #sexiste : ça passe quand on emmène les fillettes sur le terrain du masculin, ça coince quand il s'agit d'emmener les garçons vers le féminin. Allô, Françoise Héritier? #ValenceDifférentielle https://www.eveprogramme.com/32372/stereotypes-de-genre-nature-culture/ pic.twitter.com/uYp16b1RBf",NO
NonSexiste,0.008607753,« Nous avons un calendrier intense en 2018 car c’est en début de quinquennat qu’il faut faire passer les réformes importantes » #legrandsoirweekend @LCI pic.twitter.com/Nlw6I89e6C,NO
NonSexiste,0.30439767,"J'avais loupé ça : Sandra Muller (qui a lancé le hashtag #BalanceTonPorc) se prend un procès en diffamation par Éric Brion (le porc en question, dont elle avait balancé le nom dans son tweet original). http://www.strategies.fr/actualites/medias/1072941W/eric-brion-porte-plainte-pour-diffamation.html",NO
NonSexiste,0.10913446,"Ok, petit thread #balancetonporc , parce que là je suis vraiment choquée et qu’il faut que j’en parle.",NO
Sexiste,0.11378009,"Une pizza brulée, une bière congelée, une femme enceinte: dans les 3 cas, le mec ne l'a pas sortie à temps !",NO
Sexiste-reportage,0.3827457,"Je vais en froisser + d'un mais c'est la vérité: Vous êtes là à tweeter sur #BalanceTonPorc la #grossophobie l'inégalité salariale des femmes... et vous acceptez un concours sexiste qui notent des femmes? #MissFrance c'est 🚮🚮🚮🚮,Symbole jeter les déchets ici,Symbole jeter les déchets ici,Symbole jeter les déchets ici",YES
NonSexiste,0.2854971,La non-mixité entre mecs harceleurs ça dérange pas là... #BalanceTonPorc #BalanceTesPorcs https://twitter.com/MVariol/status/956512179473305600,NO
NonSexiste,0.085582085,Angela Merkel dénonce une «autre forme d'antisémitisme» chez les réfugiés https://www.20minutes.fr/monde/2260043-20180423-allemagne-selon-merkel-autre-forme-antisemitisme-apparait-chez-refugies-arabes via @20minutes,YES
NonSexiste,0.0034085442,"Danneel, la femme de Jensen, sera dans le prochain épisode (le 13) ! pic.twitter.com/bfHwLrKcwj",NO
NonSexiste,0.1373533,Quand #balancetonporc fait dérailler le procès Tron - Le Figaro http://ift.tt/2yIwXWY,NO
NonSexiste,0.0051520853,"Ce soir. Christine Lagarde, directrice générale du Fonds monétaire international, sera l'invitée du journal de 20 heures. Elle répondra aux questions d’Anne-Sophie Lapix. pic.twitter.com/zyjofTmMVC",NO
NonSexiste,0.112746716,Elle est notre femme de l'année : Christiane Taubira est en couverture de ELLE cette semaine ! http://bit.ly/1flw0rN pic.twitter.com/gdQHDAsN5Q,NO
NonSexiste,0.37576625,#MoiAussi: le doc Mailloux propose maintenant «balance ton porc et ta truie de mère» http://a.msn.com/07/fr-ca/AAuJSKt?ocid=st,NO
NonSexiste,0.013131535,Les députées fédérales incertaines de l'avenir du mouvement #MoiAussi http://www.lapresse.ca/actualites/politique/politique-canadienne/201801/08/01-5149319-les-deputees-federales-incertaines-de-lavenir-du-mouvement-moiaussi.php #polCan,NO
NonSexiste,0.10826672,"Le courage des briseuses de silence a permis que et #MoiAussi soient partagés des millions des fois. «Personnalités de l'Année » 2017 du @Time, leur voix doit inciter les États à s'engager dans l'éradication de la #ViolenceFaiteAuxFemmes #Time http://ti.me/2k2pxsD",NO
Sexiste-reportage,0.37795907,"Un ami de travail de mon père agé de 27 ans en 1997 :  Ça y est mon coeur,tu est une femme maintenant,va te laver,la salle de bains c'est par là !  alors qu'il venait de me violer #balancetonporc",NO
Sexiste-reportage,0.30427247,"Les JT seront-ils aussi minutieux que pour @FrancoisFillon ? Darmanin accepte de démêler une affaire judiciaire d'1 femme, puis l'invite à dîner, puis dans 1 club ECHANGISTE, puis à l'hôtel. Viol ou pas viol ce ministre est moralement plus que contestable. Corruption sexuelle ? pic.twitter.com/rX8iMzlb8n",YES
Sexiste-reportage,0.4575469,"Sinon pour bertrand cantat qui a tué sa femme de 19 coups de poings... C'est bon il peut continuer à chanter ? Ah merde ce n''était pas pendant un viol... ça ne compte pas 😶 #BalanceTonPorc sauf s'il boxe bien quoi 😬 #Libertédeboxer plus forte que #MarieTrintignant😶😬😬😬,Visage sans bouche,Visage grimaçant,Visage grimaçant,Visage grimaçant",NO
NonSexiste,0.14082454,"James #Levine, chef historique du Met #Opera, suspendu après des accusations d’#AbusSexuels.#BalanceTonPorc http://lemde.fr/2ASz8gm",NO
NonSexiste,0.4269174,Caroline de Haas vient de porter plainte contre ce pseudo brave type car elle a démasqué l'ignoble pervers qui someillait en lui dès la 29ème seconde de l'extrait #balancetonporc,NO
NonSexiste,0.43965456,#BalanceTonPorc pour RAMADAN c’est parfait sa mise en GAV mais pour un Ministre a MACRON Lapauvre femme est cloué au piloris . Ou sont les associations de défense de ces pauvres femmes,NO
Sexiste-reportage,0.023199737,Travail a domicile: Jeune femme enceinte poignardée par son conjoint : son père raconte http://travail-internet-domicile.net/jeune-femme-enceinte-poignardee-par-son-conjoint-son-pere-raconte/,NO
NonSexiste,0.009801528,"Ouverture de la Journée nationale contre le sexisme par @MarleneSchiappa, une journée inscrite dans le tour de France de l’égalitéFH 🇫🇷 #EnsembleContreleSexisme #25/01 pic.twitter.com/nx5XeaHjKp,Drapeau de la France",NO
NonSexiste,0.11140333,"@TF1 merci d'avoir diffusé le match et la remise des médailles des Bleues ce soir!!! J'espère que vous allez continuer l'année prochaine pour l'Europe😁,Visage rigolard avec des yeux rieurs",NO
NonSexiste,0.37795907,Troo gros de parler de sa #Jeremcaca savais ce qui allait lui tomber dessus d'un coup il parle de ci et ça alors que c'est le premier à faire de l'harcèlement médiatique au autres alors #balancetonjeremstar #balancetonporc,NO
NonSexiste,0.0011309455,"Enceinte sans-fil Sony h.ear go (Bluetooth et Wi-Fi) à 99,99 € avec le code MUSIC30 https://www.nextinpact.com/bons-plans/15473-enceinte-sans-fil-sony-h-ear-go-bluetooth-wi-fi-a-17990.htm",NO
NonSexiste,0.11150667,@hassan1960 C'EST ÉCRIS = UN TIR = DEUX MORTS ( LA FEMME ENCEINTE ET SON BÉBÉ ),NO
Sexiste,0.22579013,"la députée LFI Clémentine Autain estime qu'en matière de séduction, il n’y a pas d’égalité entre hommes et femmes. Mais comment y en aurait-il? Ils sont différents! Ce que ne veulent pas voir les intellectuels! #LeMonde #BalanceTonPorc #Balancetatruie #lefigaro",NO
Sexiste-reportage,0.51980776,Un sénateur à qui je parlais boulot et qui me répond non mais la question c'est quand est ce qu'on baise? #balancetonporc,NO
Sexiste-reportage,0.32289913,"Donc ns sommes toutes des menteuses, c'est un vaste complot féministe pour humilier les hommes. Y a du chemin à faire... #balancetonporc https://twitter.com/benjamingaillar/status/919649353651847169",YES
NonSexiste,0.026028076,"Les 30 qui font le foot français - 22e : Florence Hardouin, femme de tête http://ift.tt/2lPTZrg",NO
NonSexiste,0.2820025,"Je ne veux pas vous mettre la rage mais demain je ne bosse pas 🙄 Je sais je suis une connasse... qui s'entretient !🙄😎,Visage avec les yeux levés au ciel,Visage souriant avec des lunettes de soleil",NO
NonSexiste,0.23667802,"#LesRepublicains #LR #balancetonporc Accusé de #viols et d' #agressionssexuelles, #GeorgesTron promet de « balancer » lors de son procès https://www.francetvinfo.fr/societe/harcelement-sexuel/accuse-de-viols-et-d-agressions-sexuelles-georges-tron-promet-de-balancer-lors-de-son-proces_2508143.html#xtor=CS2-765-[twitter]-",NO
Sexiste-reportage,0.6863638,"#balancetonporc Ton prof de lutte en STAPS, qui choisissait que les filles pour démontrer des prises au corps à corps. Enfoiré.",NO
Sexiste-reportage,0.07212844,RT @jbdba Super #publicité de BMW pic.twitter.com/SayRVgY4mD Mais puisqu'on vous dit que les mentalités ont changé ! #ironie #sexisme #pub,NO
NonSexiste,0.01438814,J'espère que l'issue de cette finale nous sera favorable. Jusqu'à présent le match est haletant. Allez les bleues ! #FRANOR,NO
NonSexiste,0.16098402,Quand #balancetonporc fait dérailler le procès Tron http://www.lefigaro.fr/actualite-france/2017/12/15/01016-20171215ARTFIG00323-quand-balancetonporc-fait-derailler-le-proces-tron.php via @Le_Figaro,NO
NonSexiste,0.27412915,"Lise Bilodeau, Présidente Ass. Nouveaux Conjoints-Conjointes du Québec : Ce qu'elle aurait voulu qu'on entende de son intervention à TLMEP sur les dérapages du #moiaussi... http://bit.ly/2mHW09L #FM93 pic.twitter.com/zn8tp7l0t0",NO
Sexiste,0.7308154,#SoutienAlartiste et l'autre salope de marwa loud qui dit il faut que je mette à prier arrêté de chanter Tu nous rendra service je te déteste et @TheRealLartiste il aurait jamais dû te propulser,NO
Sexiste-reportage,0.16331999,Réunion de chantier = endroit où une femme ne se sent pas du tout regarder comme une étrangère.. #ironie,NO
Sexiste-reportage,0.3561489,"COME ON  @monachollet: «J’comprends pas comment le mec il t’a rackettée, il a pas eu envie d’te violer.» Aix-en-Provence #payetashnek",NO
NonSexiste,0.017466826,La journée contre le sexisme du collectif #EnsembleContreleSexisme c’est aujourd’hui ! Ensemble faisons bouger les lignes. Bravo aux 22 organisations et réseaux qui ont construit ce colloque en moins de deux mois. Les communicants s’engagent @CometEntreprise #TFTC #NoMoreCliches,NO
NonSexiste,0.17718399,Quand #balancetonporc fait dérailler le procès Tron http://a.msn.com/01/fr-fr/BBGMYq8?ocid=st,NO
NonSexiste,0.20335422,je comprd c que tu vx dire et je suis dacc le personnage de grey est pervers(mais n oubli pas que la fille etait dacc) Et dailleure c film ne ma jamais plu (a toi non plus) du coup on pt pa généraliser et comparer #50NuancesDeGrey à #balancetonporc,NO
Sexiste-reportage,0.063423134,"Sexisme. Avec Pénicaud, l’égalité des salaires attendra https://shar.es/1Nl7Ek via @humanite_fr",NO
NonSexiste,0.54325575,"C'est bien tous les comptes des meufs militantes sont suspendus les uns après les autres. Mais ça va tranquille les connards qui harcèlent ou degueulent leur racisme, sexisme, islamophobie etc peuvent continuer sans jamais être inquiétés",NO
Sexiste-reportage,0.17805049,"Waoou . Cela veut dire que 98,3% des salariés (direction comprise) le savait ou le subodorait. Il est urgent de parler quand on est témoin de violence et d’humiliation #BalanceTonPorc #Moiaussi https://twitter.com/darchen_/status/939925955736489992",NO
NonSexiste,0.11398677,"Pourquoi #frappesSyrie de @realDonaldTrump @EmmanuelMacron et @theresa_may sont illégales, illégitimes et militairement un échec http://russiepolitics.blogspot.ru/2018/04/lechec-des-frappes-en-syrie-et-la-fin.html pic.twitter.com/LhBRdw3JZq",YES
Sexiste-reportage,0.2854971,"«Une fille comme ça, j'crache pas dessus, j'crache dedans.» Amiens — place Gambetta #payetashnek #stopharcelementderue",NO
NonSexiste,0.010743983,"Dans un couple faut pas avoir un homme et une femme, faut avoir 2 personnes qui s’aiment",NO
Sexiste-reportage,0.102626406,"#Insomnie Parfois, on ne sait pas trop pourquoi on arrive pas à dormir, parfois on connait très bien les causes. Ce soir, il y en a plusieurs. Je vais vous partager l'une d'entre-elle façon #balancetonporc. C'est moche. Laissez-moi vous conter l'histoire de F. - ma mother.",NO
Sexiste-reportage,0.091913216,"“La bande son de la vie d’une femme”: À chaque âge, sa remarque #sexiste http://cheekmagazine.fr/societe/bande-son-vie-femme-sexisme-ordinaire/ via @MagazineCheek",NO
NonSexiste,0.009738698,"Le collectif #ensemblecontrelesexisme vous donne RDV demain pour la 1ere journée nationale d'échanges sur le #sexisme ! Marrainé par @MarleneSchiappa, un événement à suivre en live tweet toute la journée #25janvier avec 22 organisations dont @InterElles chez @TelecomPTech pic.twitter.com/sjP4eiQLCr",NO
Sexiste-reportage,0.036162965,"La liberté de se vêtir comme on le souhaite, dans une émission de divertissement, ne devrait pas susciter autant de débat. Ce qui compte, c’est la qualité du propos d’@auroreberge, et son côté militant, combattant. #24hPujadas pic.twitter.com/W96YQI32HZ",NO
Sexiste,0.11212669,"J'ai envie de savoir conduire aussi bien qu'un homme😭,Visage pleurant à chaudes larmes",NO
NonSexiste,0.200795,"Mais Catherine Deneuve est jalouse.,Visage tirant la langue et faisant un clin d'œil,Visage avec des larmes de joie",NO
NonSexiste,0.04711028,Ode au syndrome hémolytique et urémique : #balancetonporc harcelé par les antibiotiques un Escherichia coli témoigne http://gorafac.e-monsite.com/blog/balancetonporc-harcele-par-les-antibiotiques-un-escherichia-coli-temoigne.html,NO
Sexiste-reportage,0.3367073,#balancetonporc prof au lycée qui ns a demandé à ma meuf et moi s'il pouvait nous inviter chez lui parce que qd même les lesbiennes c joli,NO
NonSexiste,0.002340429,U | #LGBT - Homophobie : le mea culpa de Theresa may - La Cour Suprême de Trinidad et Tobago a annulé les lois contre l'homosexualité…,NO
NonSexiste,0.016210219,Angela Merkel reçue par Donald Trump pour une visite express http://dlvr.it/QQyYh9 pic.twitter.com/qGEO9o6bFp,NO
NonSexiste,0.38434127,"#Macron nous prend pour des débiles : cette rencontre n'a, en réalité, rien de fortuite; la jeune femme est connue pour son engagement militant, notamment lors du printemps arabe. #Macron l'illusionniste, le roi des FakeNews va finir prend se prendre les pieds dans le tapis https://twitter.com/Le_Figaro/status/959014990199054337",NO
Sexiste-reportage,0.27047762,"Anna Mouglalis à @ParisMatch #baronnoir Je me suis fait casser la gueule dans la rue, je me suis pris un coup de barre de fer dans la tête, tentative de viol dans le métro…  pic.twitter.com/785QHcUjW9",YES
NonSexiste,0.6020386,pq ya plus balance ton porc de chila? ? elle a supprimé sa vidéo,NO
NonSexiste,0.35186127,"Non Christiane Taubira, la France n’est pas le pays de tout le monde, ouvert à tous les vents et pliant devant tous les diktats communautaristes. Quand on voit ce que sont devenues nos prisons par votre faute, votre seule décence est de vous taire. https://twitter.com/20minutes/status/966607972867637248",NO
Sexiste-reportage,0.36095104,Mais ptdrrrrrrrrrrrrrrrrrr donc une fille qui aime@le foot c un homme vu que madame pense que les poupées rendent les garçons pas très virils et gay,NO
NonSexiste,0.059479803,La directrice du FMI Christine Lagarde met en garde contre les baisses d'impôts pour les ultra-riches réalisées par Trump... qui ressemblent beaucoup à celles de Macron ! https://www.theguardian.com/business/2018/jan/26/imf-chief-warns-trumps-tax-cuts-could-destabilise-global-economy pic.twitter.com/0mROp8I4v8,NO
Sexiste-reportage,0.15711457,"Un peu #sexiste a mon goût, toujours associer les femmes à la consommation et au shoppoholisme :-(",YES
NonSexiste,0.4014846,"BALANCE TON RALOUF 🐷 #BalanceTonPorc https://www.youtube.com/watch?v=VpGoTnkxfCI&amp,feature=share,Tête de cochon",NO
NonSexiste,0.3245134,"Qu'est-ce que ce Sexisme misérabilisme anti-Masculin ?? Contrôlez mieux vos Plumes, Mme @vpecresse",NO
NonSexiste,0.058737632,J'aime une vidéo @YouTube : FOOT AVEC UNE FILLE TROP BELLE à l'adresse http://youtu.be/IJfXh7Khrhc?a.,NO
NonSexiste,0.29039988,Aux yeux de #Trump #EmmanuelMacron et #AngelaMerkel ne sont que les mauviettes pour son besoin de faire plus de pression par @JJ52 | @ecfr @ECFRBerlin http://www.ecfr.eu/article/commentary_nero_macron_merkel_and_the_state_of_relations_with_trump pic.twitter.com/ISvGiVjrTu,NO
Sexiste-reportage,0.038048524,Mexique : une université organise un débat sur le féminisme sans femmes intervenantes #ironie #comble,NO
NonSexiste,0.10783285,Angela #Merkel dénonce l'antisémitisme chez «certains» réfugiés arabes http://www.lapresse.ca/international/europe/201804/22/01-5162045-merkel-denonce-lantisemitisme-chez-certains-refugies-arabes.php #Allemagne,YES
NonSexiste,0.01633588,Emmanuel Macron et Theresa May veulent renforcer l’interdiction des armes chimiques http://dlvr.it/QR9SkP pic.twitter.com/JtKLNmpxEU,NO
NonSexiste,0.039462693,Un regard sur #Balancetonporc hyper intéressant. http://fb.me/JyZJ10Fz,NO
NonSexiste,0.036162965,"Mdrrr et avant avec les tél chinois ça disait carrément ´´Vivre les dents bleues’´ kxptdrwzxvbdj https://twitter.com/jafarfadets/status/955204510812639232,Visage avec des larmes de joie,Visage avec des larmes de joie,Visage avec des larmes de joie,Visage avec des larmes de joie",NO
Sexiste-reportage,0.46716887,#Finkielkraut est #raciste ET #sexiste https://twitter.com/MadjidFalastine/status/942430631325327361,YES
NonSexiste,0.102192536,Alain Jakubowicz qui parle de Nordhal Lelandais comme un homme trainé dans la boue. Ce n'est pas un peu déplacé d'utiliser ces termes maintenant ? #Maelys,NO
NonSexiste,0.015581916,"Un grand MERCI Marion @Fuzzyraptor pour ce super dossier qui continue en détails dans les commentaires du post ci-dessous. Une perle pour remettre sur la table le sujet femmes et #science, et sexisme en général, qui reste tellement d'actualité #scicomm https://twitter.com/Fuzzyraptor/status/953383189153767425",NO
Sexiste-reportage,0.04735767,"Uniformisons, car ttes les situations sont identiques! #ironie MT @ldeboissieu obliger l'homme à prendre le même congé parental que sa femme",NO
NonSexiste,0.11739369,"Pour les jeunes qui la découvrent, la série #Friends est #sexiste, #homophobe et grossophobe. https://www.egaliteetreconciliation.fr/Pour-les-jeunes-qui-la-decouvrent-la-serie-Friends-est-sexiste-homophobe-et-grossophobe-49319.html #EtatsUnis #Humour #Sexualité #série #LGBTI #television #USA",YES
NonSexiste,0.113263406,"Sexisme et violences faites aux femmes - Les actrices portaient du noir à la cérémonie des Golden Globes afin de protester contre le harcèlement à Hollywood. #balancetonporc ou ont fait couler beaucoup d’encre. Dans une tribune au « Monde », un... http://ow.ly/PzPD50gdpva",YES
NonSexiste,0.4838166,"« Vous êtes vraiment handicapée? » Non non connasse j’ai la flemme de marché 😅 Elle les aura toutes faites😅,Visage souriant avec la bouche ouverte et une sueur froide",NO
NonSexiste,0.2412222,"Si maintenant, même en n'achetant que du #Porc, on tombe sur du #Halal, où va-t-on? #BalanceTonPorc pic.twitter.com/Aw5jYMg3P5",NO
Sexiste-reportage,0.64447093, j'ai envie de ton vagin  samedi 9 décembre 2017 à un arrêt de tram... #brest #balancetonporc,NO
Sexiste-reportage,0.17891699,"Rien, jamais ne peut justifier que l'on frappe une femme. Et que l'on puisse en rire. https://twitter.com/paul_denton/status/969552356286361600",NO
Sexiste-reportage,0.39231625,Tiens donc... la fake-ministe @lsarsour qui a organisé #WomensMarch aurait fermé les yeux sur l'agression sexuelle d'une de ses employées Mes pensées pour Asmi Fathelbab (victime) Bravo aux femmes musulmanes qui brisent le silence #moiaussi #BalanceTonPorc #cultureduviol https://twitter.com/bennyjohnson/status/942578412320944129,NO
Sexiste-reportage,0.4269174,"T'as les lèvres qui remuent, mais c'est ton cul qui fait la conversation.» Poitiers — centre-ville #payetashnek @guitton_theo c'était toi?",NO
NonSexiste,0.08320791,Theresa May tente d'expliquer qu'il y aura un nouveau partenariat économique avec EU mais que c'est différent mais aussi pareil... At lost!,NO
Sexiste-reportage,0.20126031,"#balancetonporc un moment dans un supermarché, un mec me siffle comme un chien. J'avais une simple robe ???",NO
Sexiste-reportage,0.024967449,"Les stéréotypes (f)ont la vie dure : pour près de 9 personnes sur 10, ce qui différencie en tout premier lieu un homme d’une femme, c’est la façon d’exprimer ses sentiments. #help #sexisme https://www.eveprogramme.com/32372/stereotypes-de-genre-nature-culture/ pic.twitter.com/jEegY1MyqH",NO
NonSexiste,0.24924077,Mélanie Da Cruz enceinte d'Anthony Martial : Le sexe du bébé dévoilé ! https://fb.me/1PsZj7LHc,NO
Sexiste-reportage,0.3977292,Je viens de voir Grey mettre une fessée à une nana ! #balancetonporc #50NuancesDeGrey,NO
NonSexiste,0.014890783,"Alain Finkielkraut sur la pétition de Catherine Deneuve https://www.causeur.fr/alain-finkielkraut-donne-son-avis-sur-la-petition-de-catherine-deneuve-et-commente-la-politique-migratoire-demmanuel-macron-149108?utm_source=Sociallymap&amp,utm_medium=Sociallymap&amp,utm_campaign=Sociallymap",NO
Sexiste-reportage,0.25462922,#balancetonporc Milo qui avait eu un comportement inadapté sur moi et une amie,NO
NonSexiste,0.16851899,"Attendez vous à voir le Twitter game s’enflammer dans les prochains jours 🔥 like si toi aussi #BalanceTonPorc #TeamParieur #Flames http://www.letelegramme.fr/economie/prix-du-porc-une-annee-2017-decevante-30-12-2017-11797529.php,Feu,Feu,OK de la main,Pouce levé,Seringue",NO
NonSexiste,0.09481675,"Vous remplacez sélection par l'échec par sélection tout court et réussite seulement pour quelques uns ! Posez vous les vraies questions : on a besoin de moyens pour une vraie pédagogie, pour faire réussir TOUS les étudiants #NonALaSelection",NO
