gold,toxicity,text,pred
NonSexiste,0.25084448,Mélanie Da Cruz enceinte d'Anthony Martial : Le sexe du bébé dévoilé ! http://www.purepeople.com/article/melanie-da-cruz-enceinte-d-anthony-martial-le-sexe-du-bebe-devoile_a271606/1 pic.twitter.com/gHsEtg3QXp,NO
Sexiste-reportage,0.1587729,"c'est un très bon discours dénonçant le sexisme, la pedophilie et la sexualisation des jeunes filles... du coup pourquoi elle a défendu Polanski ? https://twitter.com/brutofficiel/status/955415472748613633",NO
NonSexiste,0.09741997,#Liberté d’importuner : “Seule la #France pouvait s’attaquer à . https://www.courrierinternational.com/article/vu-de-letranger-liberte-dimportuner-seule-la-france-pouvait-sattaquer-metoo #femmes #sexisme #agression #moiaussi #violence,NO
NonSexiste,0.17545098,"#sexisme #spécisme Nommez le problème : éducation permissive des gars, tolérance de la société à leurs méfaits d'ayant-droit. Diversion #déni #impensé de la #violencemasculine Tout est bon pour faire diversion (sur un innocent animal). https://twitter.com/Causeur/status/948596064524750848",NO
NonSexiste,0.022964042,"Gwenaëlle Le Gras, maîtresse de conférences en études cinématographiques évoque le manque de diversité et de représentativité à l’écran : « plus de 50% des femmes ont plus de 50 ans en France. Où sont-elles au cinéma ? » #EnsembleContreLeSexisme",NO
Sexiste,0.6863638,Voilà c’est à cause de connasse comme sa que nous après on se fait tromper,NO
NonSexiste,0.27412915,La Chronique de Zemmour sur #BalanceTonPorc :  combattre le mâle hétérosexuel blanc ! http://www.fn42.fr/2018/01/la-chronique-de-zemmour-sur-balancetonporc-combattre-le-male-heterosexuel-blanc.html #FN42,NO
Sexiste-reportage,0.36095104,"À vous, hommes qui insultaient de tous les noms Aurore Bergé à cause de sa tenue : 1) Les femmes n’ont pas besoin de vous pour s’habiller. 2) Vous êtes les premiers à mater son décolleté. 3) Vos insultes ne font que ressortir le côté frustré qui sommeille en vous. Salut #SLT✌🏻,V de la victoire (teint de peau clair)",NO
NonSexiste,0.003942602,"#EnsembleContreLeSexisme Un collectif de 21 associations, réseaux et organisations signe une charte d’engagement pour lutter contre le sexisme et promouvoir l’égalité entre les femmes et les hommes. ➡️ http://bit.ly/2iZkoVH pic.twitter.com/YYFWHyBtP5,Flèche vers la droite",NO
NonSexiste,0.02343543,#Balancetonporc : autopsie d'un hashtag https://www.integrales-productions.com/2017/11/15/balancetonporc-un-hashtag-une-avancee/,NO
NonSexiste,0.09655223,"Voici venu votre podcast/revue de tweets favori, où on ne parle pas 1 seule seconde de la polémique #BalanceTonPorc https://lepostegeneral.fr/onair/listen/id/1048/program/37",NO
NonSexiste,0.25462922,"Macron plume les retraités mais sert encore les hyper riches, ceux qui ont financé sa campagne... https://twitter.com/fc_actu/status/991654581397524480",NO
NonSexiste,0.43475235,#MoiAussi: le doc Mailloux propose maintenant «balance ton porc et ta truie de mère» http://a.msn.com/07/fr-ca/AAuJSKt?ocid=st ET BEN DOC IL FESSE FORT,NO
NonSexiste,0.10609736,Je crois que le terme technique précis pour décrire l'état de @nadine__morano après sa confrontation à @karl_laske de @mediapart est éparpillée façon puzzle. #gavSarko pic.twitter.com/lGOtB6ckZG,NO
Sexiste,0.568186,Thiago sylva = tir de femme enceinte #ASSEPSG,YES
NonSexiste,0.2922276,C’est très simple. Parce que les féminines prendraient 30-0 et que c’est donc une idée complètement conne. https://twitter.com/mnebelsztein/status/986683654939308033,NO
NonSexiste,0.014639461,"Le cabinet de Theresa May confirme que la libre-circulation prendra fin en mars 2019, mettant fin aux rumeurs de période de transition. 👍🏻 https://twitter.com/SkyNewsBreak/status/891972374815551489,Pouce levé (teint de peau clair),Drapeau du Royaume-Uni",NO
NonSexiste,0.37751234,#Fachosphére en #troll dénonciation d'un pseudo #OrdreMoral en #Magazine ou en #Tribune . #AntiFéminisme par des #Femmes . Ouf pas facile de péter le #Plafonddeverre . Pourquoi n'est-ce pas possible de juste recevoir ces #Paroles de #Detresse ? #BalanceTonPorc,NO
NonSexiste,0.16158698,Je croyais que mon voisin voulait encore faire peur à sa femme en donnant un coup de fusil mais non c un feux d'artifice hahaha #Ironie,NO
Sexiste-reportage,0.3811502,"#EmpireFox quoiqu'une grosse série produite exclusivement par d noirs est bouré d'incohérence scénaristique,de sexisme et de chansons nules https://twitter.com/GingerForce1/status/955030326413283329",NO
NonSexiste,0.008984734,Début de la première journée nationale de rencontres sur le #sexisme avec Annie Guilberteau et @CatLadousse coprésidentes du collectif #EnsembleContreLeSexisme qui propose des solutions pour éliminer le sexisme #25janvier pic.twitter.com/go1a0UaQwq,NO
Sexiste-reportage,0.37795907,"Un ami de travail de mon père agé de 27 ans en 1997 :  Ça y est mon coeur,tu est une femme maintenant,va te laver,la salle de bains c'est par là !  alors qu'il venait de me violer #balancetonporc",NO
NonSexiste,0.22579013,"84 ans, juge à la Cour Suprême depuis 24 ans, a survécu à deux cancers, pro-#LGBT, anti-#Trump, elle est le dernier rempart face au sexisme et à l'homophobie aux USA. Très beau portrait de Ruth Bader Ginsburg par @brutofficiel 👏 https://twitter.com/brutofficiel/status/957238129450258433,Applaudissements",NO
NonSexiste,0.11316007,"A Berlin, Angela Merkel tempère les ardeurs d'Emmanuel Macron - http://goo.gl/alerts/kFg4R #GoogleAlerts",NO
Sexiste-reportage,0.05354243,"Chloé, 31 ans : Au début ça allait, ça draguait gentiment... Puis comme je les ai pas calculés, ça a dérapé. La parole est aux femmes. #StopHarcelementderue #libererlaparoledesfemmes #EnsembleContreLeSexisme pic.twitter.com/bf9UAAYgg2",NO
NonSexiste,0.050078966,"Demain je commence à 8h, j'ai escalade et je suis la seule fille.. comment dire cool !! #Ironie😒,Visage blasé",NO
NonSexiste,0.23667802,Animaux de cirque maltraités Angela Merkel (CDU): Circus Animals Abused - Sign the Petition! http://chn.ge/2FU1VzV via @ChangeFrance,NO
NonSexiste,0.032863233,Theresa May menacée par une fronde parlementaire sur l'union douanière avec l'UE après le #Brexit http://u.afp.com/oNb7 #AFP pic.twitter.com/WsapQfdB7k,NO
NonSexiste,0.015581916,"Un grand MERCI Marion @Fuzzyraptor pour ce super dossier qui continue en détails dans les commentaires du post ci-dessous. Une perle pour remettre sur la table le sujet femmes et #science, et sexisme en général, qui reste tellement d'actualité #scicomm https://twitter.com/Fuzzyraptor/status/953383189153767425",NO
NonSexiste,0.11067997,"@WilliamLaforest ah merde j'avais zapper ça, je peux pas louper ça non plus #TheVoice #laplusbellevoix #ScarlettJohansson #PayeTaShnek #lol",NO
Sexiste-reportage,0.10826672,#dérapage #sexiste d’un #juge à #Nanterre : il ne présidera plus l’audience des comparutions... temporairement http://l.leparisien.fr/s/KG3J,NO
NonSexiste,0.38811707,Ah bah d'un coup ça devient important pour vous le sexisme ptdr hypocrites https://twitter.com/stephaneguillon/status/954683109898891264,YES
Sexiste-reportage,0.4269174,on laisse dire ça ? d un mec qui fait de l audience ? il a oublie son cerceau @osezlefeminisme #balancetonporc https://twitter.com/Maxildan/status/941728330918883330,NO
NonSexiste,0.32128486,La créatrice de #Balancetonporc poursuivie pour diffamation par son porc https://www.rts.ch/info/monde/9260340-la-creatrice-de-balancetonporc-poursuivie-pour-diffamation-par-son-porc-.html,NO
NonSexiste,0.017466826,Rencontre avec @bbarbusse ce soir à 18h30 à #Colmar pour parler #sport et #sexisme ! http://www.dna.fr/edition-de-colmar/2018/01/18/les-sportives-commencent-a-parler,NO
Sexiste,0.3057765,Encore une blague #sexiste sur #bfm que font les #feministes elles balayent ? pic.twitter.com/VQLf4uz3vK,NO
NonSexiste,0.25462922,#Londres une femme complètement #voilée est agressée par la première ministre Theresa May qui lui retire son voile avec violence ! https://twitter.com/afpfr/status/989021437250879488,NO
Sexiste,0.75208336,sucer un metier de losers hypocrite #balancetonporc,YES
NonSexiste,0.11088664,"Céline, Charlie, #balancetonporc, censure d’Internet, RT France : la liberté d’expression en danger en France http://lagauchematuer.fr/2018/01/22/celine-charlie-balancetonporc-censure-dinternet-rt-france-la-liberte-dexpression-en-danger-en-france/ via @lagauchematuer",NO
NonSexiste,0.08716487,Myriam Leroy aka @My_L sur l'affaire #Weinstein: Ça m'a surpris que ça surprenne tout le monde http://bit.ly/2BOGL4Y #BalanceTonPorc pic.twitter.com/AA3UVOwyDq,NO
Sexiste-reportage,0.37073207,Et toujours rien en #Martinique. Pourtant. http://moifemmes.com/2017/10/23/le-depute-jean-philippe-nilor-est-le-harvey-weinstein-de-martinique/ #BalanceTonPorc #agressionsexuelle #harcelementsexuel #sex #droitdecuissage sexe @FdeRugy @MarleneSchiappa @mediapart @fabricearfi @edwyplenel @anticor_org @loutremer @olivier_serva #France @AnnickGirardin,NO
NonSexiste,0.01419965,"#Bestof Liberté d'importuner : @sandrousseau et @BanonTristane ont réagi à une semaine de polémiques et à la tribune-réponse de #CatherineDeneuve... ▶️ https://youtu.be/_UsOsLIf8Uc pic.twitter.com/Ugp1XDgBxl▶️,Triangle pointant vers la droite",NO
Sexiste-reportage,0.25462922,"«Hé mademoiselle, t'es belle comme un pigeon.» Orléans — place de Bourgogne #payetashnek #stopharcelementderue",NO
NonSexiste,0.050573748,"Selon la chaîne MSN Canada, Guy Cloutier serait toujours en prison? #FakeNews #MoiAussi #EtMaintenant https://www.msn.com/fr-ca/divertissement/celebrite/v%C3%A9ro-pourquoi-elle-na-pas-comment%C3%A9-supernumbermoiaussi/ar-AAuM3MT?li=AAgh0dy&amp;ocid=edgsp pic.twitter.com/IdaKVpJeNx",NO
NonSexiste,0.030270588,"Demain, RDV à 19:05 pour Salut @lesterriens sur @C8TV avec @Jeanfi_Janssens, @MrKheiron, @JL_Reichmann, @auroreberge, @ChrisBichet &amp; #MichelSerres ! ➡️ #SLT pour réagir ⬅️ Le sommaire sur https://www.facebook.com/salutlesterriens 📸 Les coulisses sur Instagram : http://goo.gl/6oSWgV pic.twitter.com/qA7xxlSTam➡️⬅️📸,Flèche vers la droite,Flèche vers la gauche,Appareil photo avec flash",NO
Sexiste-reportage,0.5921536,"#BalanceTonPorc omg , ce stalker il veux mon cul les filles tappez le pic.twitter.com/KLOI5BDRKk",NO
NonSexiste,0.01633588,"#PierreArditi : «Je salue #CatherineDeneuve , une femme libre» http://tvmag.lefigaro.fr/programme-tv/pierre-arditi-je-salue-catherine-deneuve-une-femme-libre-_4c766658-fadb-11e7-a12f-f25236a7065c/ via @Le_Figaro pic.twitter.com/7ty8UGapfp",NO
NonSexiste,0.054779384,Aujourd'hui j ai dis à une collègue que son pull était super joli. Est ce que c est un propos #sexiste #jedemande ?,NO
NonSexiste,0.14082454,Celles et ceux qui dénoncent le harcèlement sont la Person of the Year du Time http://www.ladn.eu/nouveaux-usages/signaux-faibles/time-personnalite-de-lannee-2017-les-silence-breakers/ via @LADN_EU #silencebreakers #balancetonporc,NO
Sexiste-reportage,0.10045706,"Arrêtez le sexisme - Les femmes leaders politiques de tous les continents appellent la fin du sexisme et du harcèlement sexuel. Il ne devrait pas exister en politique, ni ailleurs. #WPLsummit #moiaussi",NO
NonSexiste,0.104795754,"Ahhhhhh Mdrrrrrrrr Oh, vous y allez fort ! C’est du sexisme là ... Non, pas cool. Catherine a le droit de s’exprimer. Donc Shelbi, on se calme.",NO
NonSexiste,0.112540044,«» et «#Balancetonporc»: sexualité et point médian http://www.lesoir.be/135236/article/2018-01-20/metoo-et-balancetonporc-sexualite-et-point-median,NO
Sexiste-reportage,0.45921504,"J'avoue imagine une chanson qui s'appelle Putain de toi et qui traite une femme de misérable salope, scandaleux d'aduler ce genre d'artiste https://twitter.com/mamzelleLN/status/914591325684723712",NO
NonSexiste,0.037577134,Je souffle tellement fort et vite depuis 3 min que j'ai l'impression d'être une femme enceinte en plein travail... La qualification c'est fait mais waouh on a eu chaud! #ASMOL,NO
NonSexiste,0.20195828,Affaire Buttet. A qui profite le crime ? https://buff.ly/2kIIog3 #buttet #harcelement #moiaussi #balancetonporc #1dexmab #politique #sexisme,NO
NonSexiste,0.02638162,"Catherine Deneuve revient sur la polémique provoquée par sa tribune dans Le Monde https://dg7k.net/5mxm5m Ok, Kat ;-)",NO
Sexiste-reportage,0.09828771,"Lamentable déferlement de propos sexistes et misogynes à l’encontre de notre collègue @auroreberge suite à son passage dans #SLT. N’en déplaise à certains, une femme a le droit de s’habiller comme elle le souhaite, sans avoir à subir de tels commentaires ou se justifier.",NO
NonSexiste,0.055768944,"Arrestation en Allemagne de Carles Puigdemont, l’ancien président indépendantiste de la Catalogne. Jean-Luc Mélenchon accuse Angela Merkel de l' « embastiller » : Il n’y aurait donc pas de séparation des pouvoirs en Allemagne ? http://lessurligneurs.eu/jean-luc-melenchon-accuse-angela-merkel-d-embastiller-puigdemont-lancien-president-de-la-catalogne-il-ny-aurait-donc-pas-de-separation-des-po/ via @LesSurligneurs",NO
Sexiste-reportage,0.13388206,"Et comparer la beauté des filles à celle d’un tabouret (ou d’un camion), ce n’est pas plus #sexiste qu’une règle linguistique ?",NO
NonSexiste,0.3308965,"quand tu fais de la merde, je ne vais pas applaudir exemple: ma meilleure amie de 20 ans est enceinte en ayant ni travail ni projets, je suis incapable d'applaudir ou d'être heureux face à ça.",NO
NonSexiste,0.01847211,"Aujourd'hui dans l'actu: séance du Conseil fédéral, la chancelière allemande Angela Merkel fait sa déclaration de politique générale devant le Bundestag, l'auteur de l'attentat du musée juif de Bruxelles devant la chambre d'accusation #ats",NO
Sexiste-reportage,0.60311776,"#balancetonporc Suite... Stop ! Je veux pas de ces regards, je veux pas de vos compliments et je ne veux pas de vos insultes ! Je veux encore moin de vos je peux te toucher les seins ?  Je te touche la bite moi ? Nan. Tu aimerais ? Nan. Je te respecte ? Oui. 2",NO
NonSexiste,0.048594624,"@auroreberge répond au porte parole LR et maire de @Chalon_officiel, @gillesplatret #MeprisDeClasse https://twitter.com/enmarchefr/status/965964926853566464",NO
Sexiste-reportage,0.09351514,"Ce #6decembre, je me demande toujours pourquoi @MonaFortier, @ndesrosiers ou @MathieuFleury n'adressent pas le fait qu'un délinquant sexuel condamné est encore gestionnaire d'un bar au Marché By. #moiaussi #December6 #mesgestescomptent",NO
NonSexiste,0.0002002716,"A peine installé, le gouvernement allemand de coalition difficilement mis sur pied par Angela Merkel tangue déjà en raison d'une discorde sur l'immigration, augurant d'un dernier mandat difficile pour la chancelière.",NO
Sexiste,0.88599813,"C’est une salope cette femme.,Tas de merde,Tas de merde,Tas de merde,Visage boudant,Visage avec des symboles sur la bouche,Visage boudant,Visage avec des symboles sur la bouche,Visage boudant,Visage avec des symboles sur la bouche,Pouce baissé,Pouce baissé,Pouce baissé",NO
Sexiste-reportage,0.39669925,Mais quelle honte d insulter une maman je pensais qu'il avait changer mais il a changé en pire. Il devrait apprendre le respect envers les femmes #PauvreMec #sexiste,NO
NonSexiste,0.06579731,"Ca toujours ete une chasse au sorcier ca =&gt, Une centaine de femmes françaises dénoncent les dérives de l'après-#MoiAussi - http://www.ledevoir.com/international/europe/517142/une-centaine-de-femmes-francaises-denoncent-les-derives-de-balancetonporc-et-moiaussi",NO
NonSexiste,0.2854699,Le coup de gueule de Christiane Taubira http://a.msn.com/06/fr-fr/AAwDZ0Q?ocid=st on peut encore accueillir 24 000 immigrés,NO
Sexiste-reportage,0.5140397,"J'ose porter des bottes à talons à #pajol #paris18 : j'ai eu droit à 3 coquine salope en 3min. Rien ne vous choque @mairie18paris ? On laisse comme ça, tout va bien ? On ne s'occupe tjs pas de la place des femmes dans le quartier ? #BalanceTonPorc @MarleneSchiappa",NO
Sexiste-reportage,0.28674445,«Ici la voix ! Montre-moi tes seins !» Lyon — pont de la Guillotière #payetashnek,NO
NonSexiste,0.103494145,"Retweeted Nils Wilcke (@paul_denton): Sandra Muller, la journaliste qui a lancé #BalanceTonPorc, attaquée en... https://fb.me/3FaFJCtyG",NO
NonSexiste,0.03828422,"Qui parle de l'échelle d'une communauté ? On parle juste de racisme. Et ensuite, le sexisme inversé n'existe pas, le sexisme touche aussi les hommes de base, il n'a pas besoin d'un autre nom ou de distinction.",NO
NonSexiste,0.20149297,Met sa photo ici avec le hashtag #BalanceTonPorc,NO
Sexiste-reportage,0.39644176,"Au début, ils ont applaudi aux #harcelement &amp; #BalanceTonPorc ...pensant que ct pour mieux lutterle #harcelementderue &amp; autres agressions #sexistes venus d'1culture importée/posée 🆚 Et #bardaff, ce #GVT #Schiappapiste les retourneleurs propres traditions C ballot @hum pic.twitter.com/fCpIXICXBc🆚🤔🆚❕🖕🏽,VS encadré,Visage songeur,VS encadré,Point d'exclamation blanc décoratif,Main de dos avec majeur tendu (teint de peau moyen)",NO
Sexiste-reportage,0.123468354,"La phrase #sexiste de #Trump à une journaliste irlandaise #LikeDiversité http://www.marieclaire.fr/la-phrase-sexiste-de-trump-a-une-journaliste-irlandaise,1138885.asp pic.twitter.com/qrqaF1RfKU",NO
Sexiste-reportage,0.4269174,"Pour Sophie Durocher le mouvement #MoiAussi est une dérive. Le Journal de Montréal a toujours été jaune pisse, mais là la couleur change, il devient de plus en plus brun marde.",NO
NonSexiste,0.25084448,par contre rien sur #BALANCETONBABYBEL ! tout sur #BalanceTonPorc ! avouez qu'il y a quand même un problème dans ce pays Vous en pensez quoi ?,NO
NonSexiste,0.15600902,"Retour de bâton : après #balancetonporc, #colletadindeautribunal ? http://www.bvoltaire.com/retour-de-baton-apres-balancetonporc-colletadindeautribunal/ via @bvoltaire",NO
Sexiste,0.37751234,"Le féminisme a détruit le mariage et, par extension, la famille et la civilisation en Occident. #BalanceTonPorc et visent à détruire les relations brèves entre hommes et femmes, qui étaient tout ce qu'il restait. Le marche de la poupée gonflable connaît une hausse de 900%.",NO
NonSexiste,0.32182294,Certains mecs trans interiorisent le sexisme et deviennent sexistes mais bref enfin au pire on s'en fout on veut pas parler de ça,NO
NonSexiste,0.5716857,@Gavio84 ou le mec qui colle ses crottes de nez purulentes sur mon chat quoi #balancetonporc,NO
Sexiste-reportage,0.2854903,"T'as vraiment des yeux enjoliveur! 😂 les mecs ils ont cru que les vannes de H c'étaient des putains de compliments! #segpadu94 #payetashnek,Visage avec des larmes de joie,Visage avec des larmes de joie",NO
NonSexiste,0.07212844,"Qui va lire le dictionnaire amoureux de la politique de Ségolène Royal?: Après son livre Femme debout, qui e.. http://tinyurl.com/c4zvu2",NO
NonSexiste,0.104795754,La journaliste à l'origine du mouvement #Balancetonporc annonce être poursuivie pour diffamation https://www.francetvinfo.fr/societe/harcelement-sexuel/la-journaliste-a-l-origine-du-mouvement-balancetonporc-annonce-etre-poursuivie-pour-diffamation_2567701.html via @franceinfo,NO
NonSexiste,0.57271194,"#schiele #ToArtItsFreedom 2018 emancipation des cons &amp, connes con.n.nes ? #feminisme #féministes #integrisme #islamisme #art #culture #litterature #sexe #harcelement @CarolineFourest @Causeur @ELevyCauseur #Deneuve #BrigitteBardot #balancetonporc @carolinedehaas @franceculture",NO
NonSexiste,0.050821137,"Interview de @MonsieurOmega avec @bsbibiche, @cest_pasfaux, @christineboutin, @Eddy_ImiteShell, @jdoreofficiel, @Ksperd023, @nadine__morano, @TolergueNina, @ToutMonSoul 🌐 http://twankerporation.fr/interviews/classique/2018-04-06-interview-de-monsieuromega.html via @Twankerporation pic.twitter.com/NMuLMpa2j3,Globe avec méridiens",NO
NonSexiste,0.21508642,"#balancetonporc Il va s'en tirer par un non lieu, par classement des plaintes, par des vices de... https://fb.me/2GsbWpgbf",NO
NonSexiste,0.09785384,#charline toujours aussi excellente #balancetonporc https://www.franceinter.fr/emissions/le-billet-de-charline-vanhoenacker/le-billet-de-charline-vanhoenacker-11-janvier-2018,NO
NonSexiste,0.1460314,Des féministes répliquent aux femmes qui dénonçaient le mouvement #MoiAussi https://www.francetvinfo.fr/societe/droits-des-femmes/tribune-les-porcs-et-leurs-allie-e-s-ont-raison-de-sinquieter-caroline-de-haas-et-des-militantes-feministes-repondent-a-la-tribune-publiee-dans-le-monde_2553497.html pic.twitter.com/u6gU8r3XoP,NO
NonSexiste,0.081625134,"En directe de GladioSytem, notre radio locale sur engouement en channel salade d'attente, avec les excellents chroniqueurs @123DarkBlue @GlaGladi0 et @VirgilCoureaux parlant des violences d'inochi_sama #balancetonporc #EricZemour #TPMP [Lien : https://discord.gg/2TSt9YT]",NO
NonSexiste,0.44573322,"Euh à mon avis Angela Merkel ne bourre pas les urnes contrairement à Vladimir Poutine mais j'ai bien peur que vous soyez congénitalement incapable de le comprendre. https://twitter.com/JRochedy/status/974915024820015104,Visage grimaçant",NO
Sexiste-reportage,0.13214645,Impression tenace que le légendaire #sexisme des météorologues reprend le dessus : les tempêtes ont encore toutes des prénoms féminins ces derniers temps.,NO
NonSexiste,0.21642438,Je viens de tomber bizarrement sur le pire et meilleur compte tumblr à la fois ??? C genre support you wife ou jsp quoi et ça dit juste j'espère que ma femme reçoit du bon sexe de moi ou d'un autre homme elle le mérite,NO
Sexiste,0.29953843,#padmavati_fabricated_muslims_history Nous sommes pas contre les stars du ce film mais nous sommes contre SLB car il presente le roi musulmanKhilji comme un homme mal  gay et berber C catastrophePls respect history #Padmaavat #DeepikaPadukone #بادمافات_يسئ_للمسلمين pic.twitter.com/iHezFapMdp,NO
NonSexiste,0.37751234,"Qui sont les conjoints violents ?, par @LesCouillesSLT_ @BingeAudioFr https://www.binge.audio/qui-sont-les-conjoints-violents/ #femmes #violencesfaitesauxfemmes #BalanceTonPorc",NO
NonSexiste,0.09785384,"Les personnes enquêtées décrivent notamment les actes à caractère sexuel (exhibition, geste déplacés, attouchements ou rapports sexuels contre leur volonté) qu'elles ont pu subir. #BalanceTonPorc https://www.francetvinfo.fr/societe/droits-des-femmes/au-moins-267000-personnes-ont-ete-victimes-d-atteintes-sexuelles-dans-les-transports-en-commun_2522939.html#xtor=CS2-765-[twitter]- @franceinfo",NO
NonSexiste,0.008010864,"#Rediff Football féminin: «Agréablement surprises» par le Vélodrome, les Bleues un peu désolées pour le spectacle http://bit.ly/2DwBVfX pic.twitter.com/dBFZMc6xot",NO
NonSexiste,0.11652588,#balancetonporc : délation ou libération ? Le pôle féminisme de l'association Cactus et le mouvement @LSansCulottes se mobilisent pour une opération sensibilisation à Sciences Po Toulouse ! https://twitter.com/LSansCulottes/status/936613469461377025,NO
Sexiste-reportage,0.011812098,"Pourquoi qd une femme est enceinte et va voir son gynéco-obstétricien pour cause de grande fatigue et qu'elle lui explique qu'elle a un travail physique, il arrive que celui-ci lui refuse un arrêt ?",NO
NonSexiste,0.17198499,"#SputnikOpinion Assistons-nous à un retour de bâton du phénomène #balancetonporc? https://sptnkne.ws/g54K @Mike_sputnik💡,Ampoule électrique",NO
NonSexiste,0.023199737,"La beauté d'une femme n'est pas dans les vêtements qu'elle porte, son visage ou sa façon d'arranger ses cheveux. La beauté d'une femme se voit dans ses yeux, car c'est la porte ouverte sur son coeur, l'endroit où est son amour. La beauté d'une femme n'est pas dans son maquillage,",NO
NonSexiste,0.017592486,"« Continuons sur la lancée de #MoiAussi, les hommes à nos côtés » http://www.lemonde.fr/idees/article/2018/01/15/continuons-sur-la-lancee-de-moiaussi-les-hommes-a-nos-cotes_5241640_3232.html",NO
NonSexiste,0.0026859958,"Travail a domicile: Mattel renonce à Aristote, son enceinte connectée pour enfant http://travail-internet-domicile.net/mattel-renonce-a-aristote-son-enceinte-connectee-pour-enfant/",NO
NonSexiste,0.03309893,Mais il est pas accusé de viol en réunion lassui? https://twitter.com/footmercato/status/955378147452649472,NO
Sexiste-reportage,0.47119883,"#balancetonporc j’avais 12 ans j’étais ans le bus, un mec de 50 ans, en train de se masturber en se rapprochant de moi et voulant me toucher",NO
NonSexiste,0.06381883,"#balancetonporc Analyse si pertinente de #MichelGuerrin @lemondefr #LeMonde http://mobile.lemonde.fr/idees/article/2017/12/01/en-france-le-monde-de-la-culture-n-a-pas-eu-son-affaire-weinstein_5222946_3232.html?xtref=&amp,xtor=RSS-3208",NO
NonSexiste,0.13908891,"A voir et à revoir la nouvelle interview d' @AndreaBescond https://www.youtube.com/watch?v=7EV5-xP6y48&amp,feature=youtu.be #quotidien #unefoisdeplusBravoetmerciAndrea #suisfieredetoi #balancetonporc",NO
NonSexiste,0.11212669,Lettre de Catherine Deneuve: la grogne d'Olivier Truchot contre les pseudo-féministes http://rmc.bfmtv.com/emission/lettre-de-catherine-deneuve-lea-grogne-d-olivier-truchot-contre-les-pseudo-feministes-1350482.html via @RMCInfo,NO
Sexiste-reportage,0.21508642,"Un exemple de plus de leur toute puissance #balancetonporc 😤 https://twitter.com/DussolAlexis/status/941932284172697600,Visage avec regard triomphant",NO
NonSexiste,0.021196328,#INFO La CW a commandé un reboot féministe et féroce de Charmed ! pic.twitter.com/YsYQ71Ogg7,NO
NonSexiste,0.37751234,"Bientôt, un consentement (oral mais écrit de préférence) pour faire l'amour, même pour les couples mariés ? #féministes #féminisme #sexiste #sexisme #InventeDesConneries (ah merde, ça va exister en Suède) https://lesobservateurs.ch/2017/12/20/suede-pour-faire-face-aux-nombreux-viols-le-gouvernement-exige-un-consentement-avant-tout-acte-sexuel/",NO
NonSexiste,0.008733413,"https://www.neufdixieme.com/liberez-sa-parole Excellente et inspirante interview d’ @annefloremarxer, grande championne de snowboard, sur le #sexisme dans le sport (et ailleurs), le #feminisme et le #militantisme.",NO
NonSexiste,0.13388206,#balancetonporc l: La plainte contre l’ex-directeur de la rédaction de France 2 classée sans suite pour prescription http://www.20minutes.fr/justice/2186819-20171212-harcelement-sexuel-plainte-contre-ex-directeur-redaction-france-2-classee-suite-prescription#xtor=RSS-149 pic.twitter.com/T8O6m2zfUA,NO
Sexiste-reportage,0.27975297,"Alerte #sexisme ! 😱 Ta première idée = fille = sacrificielle ! Ben c’est du propre, tiens.,Visage hurlant de peur,Visage hurlant de peur,Visage hurlant de peur",YES
NonSexiste,0.25462922,L’avocat de @Henda_Ayari a la barre pour expliquer la « baignoire » ! #BalanceTonPorc #JeremstarAttitude pic.twitter.com/lYXWrtZGmu,NO
Sexiste-reportage,0.3389984,#balancetonporc ce prof qui a cru qu'adolescente j'aurai pû dire oui !,NO
NonSexiste,0.06263174,"Non même pas, pour moi une femme fait tout aussi bien qu'un homme et inversement.. Je vois que des êtres humains moi personnellement. J'aurais été une femme j'aurais fait la même réflexion je t'assures^^. Enfin bref, on ces expliquer, je vois ou tu veux en venir et tu vois ou je",NO
NonSexiste,0.11440011,ca vous intéresse depuis quand le sexisme eft ??? https://twitter.com/stephaneguillon/status/954683109898891264,NO
NonSexiste,0.3974717,"Le #balancetonporc n'a pas échappé à l'œil gaillard et rigolard de notre Salaud national. Lecture fort intéressante un brin philosophique, délectable d'humour et de piques subtiles. Il a quand même osé comparer ça à NUREMBERG! Nous fait-il son Dieudonné? http://salaudlumineux.mondoblog.org/2017/12/03/afrique-on-ne-balance-porc-on-mange/",NO
NonSexiste,0.112746716,"Résumons : Lang défend Polanski et Allen, tous les deux accusés de viol sur enfant. Pourquoi fait-il cela ? Va... https://fb.me/GFRWW3O1",NO
NonSexiste,0.05354243,Commencez par Israël ! pic.twitter.com/pVbP0FlH1w,NO
Sexiste-reportage,0.09033044,Des femmes iraniennes en signe de contestation du port du voile en Iran. J’en suis tellement fière et j’espère que leurs homologues européennes feront de même. #IranProtest #Feministe pic.twitter.com/B2FbCgyfk5,NO
NonSexiste,0.031449065,102 #badbuzz en 2017 ! 23% sont liés au sexisme #Confbadbuzz,NO
NonSexiste,0.008921904,Les Lords demandent au gouvernement d'examiner le maintien dans une union douanière avec l'#Europe. Une ligne rouge établie dès le départ par Theresa #May.,NO
NonSexiste,0.30854854,PHILIPPE. soutient. DARMANAIN ... DARMANIN est dans le 1er cercle de MACRON nous dit-on .... c'est sur que MACROUNET ne peut soutenir son ami DARMANAIN ... que va dire et faire M. SHIARPPA ... sauf erreur la 1ere fois un homme qui attaquait maintenant une femme A SUIVRE,NO
